res/generated/images/0_grey_t.jpg,res/base/grey_t/2025-02-03 19:30:41.404765.png,236,251,66,90
res/generated/images/0_grey_t_hflip.jpg,res/base/grey_t/2025-02-03 19:30:41.404765.png,338,251,66,90
res/generated/images/0_grey_t_vflip.jpg,res/base/grey_t/2025-02-03 19:30:41.404765.png,236,139,66,90
res/generated/images/0_grey_t_bflip.jpg,res/base/grey_t/2025-02-03 19:30:41.404765.png,338,139,66,90
res/generated/images/1_grey_t.jpg,res/base/grey_t/2025-02-03 19:30:32.917345.png,284,219,85,76
res/generated/images/1_grey_t_hflip.jpg,res/base/grey_t/2025-02-03 19:30:32.917345.png,271,219,85,76
res/generated/images/1_grey_t_vflip.jpg,res/base/grey_t/2025-02-03 19:30:32.917345.png,284,185,85,76
res/generated/images/1_grey_t_bflip.jpg,res/base/grey_t/2025-02-03 19:30:32.917345.png,271,185,85,76
res/generated/images/2_grey_t.jpg,res/base/grey_t/2025-02-03 19:30:20.405251.png,273,236,80,79
res/generated/images/2_grey_t_hflip.jpg,res/base/grey_t/2025-02-03 19:30:20.405251.png,287,236,80,79
res/generated/images/2_grey_t_vflip.jpg,res/base/grey_t/2025-02-03 19:30:20.405251.png,273,165,80,79
res/generated/images/2_grey_t_bflip.jpg,res/base/grey_t/2025-02-03 19:30:20.405251.png,287,165,80,79
res/generated/images/3_grey_t.jpg,res/base/grey_t/2025-02-05 14:11:00.728289.png,243,231,71,96
res/generated/images/3_grey_t_hflip.jpg,res/base/grey_t/2025-02-05 14:11:00.728289.png,326,231,71,96
res/generated/images/3_grey_t_vflip.jpg,res/base/grey_t/2025-02-05 14:11:00.728289.png,243,153,71,96
res/generated/images/3_grey_t_bflip.jpg,res/base/grey_t/2025-02-05 14:11:00.728289.png,326,153,71,96
res/generated/images/4_grey_t.jpg,res/base/grey_t/2025-02-03 19:29:35.589370.png,193,126,65,89
res/generated/images/4_grey_t_hflip.jpg,res/base/grey_t/2025-02-03 19:29:35.589370.png,382,126,65,89
res/generated/images/4_grey_t_vflip.jpg,res/base/grey_t/2025-02-03 19:29:35.589370.png,193,265,65,89
res/generated/images/4_grey_t_bflip.jpg,res/base/grey_t/2025-02-03 19:29:35.589370.png,382,265,65,89
res/generated/images/5_grey_t.jpg,res/base/grey_t/2025-02-05 14:11:06.740518.png,380,153,86,87
res/generated/images/5_grey_t_hflip.jpg,res/base/grey_t/2025-02-05 14:11:06.740518.png,174,153,86,87
res/generated/images/5_grey_t_vflip.jpg,res/base/grey_t/2025-02-05 14:11:06.740518.png,380,240,86,87
res/generated/images/5_grey_t_bflip.jpg,res/base/grey_t/2025-02-05 14:11:06.740518.png,174,240,86,87
res/generated/images/6_grey_t.jpg,res/base/grey_t/2025-02-03 19:30:13.025413.png,366,232,77,77
res/generated/images/6_grey_t_hflip.jpg,res/base/grey_t/2025-02-03 19:30:13.025413.png,197,232,77,77
res/generated/images/6_grey_t_vflip.jpg,res/base/grey_t/2025-02-03 19:30:13.025413.png,366,171,77,77
res/generated/images/6_grey_t_bflip.jpg,res/base/grey_t/2025-02-03 19:30:13.025413.png,197,171,77,77
res/generated/images/7_grey_t.jpg,res/base/grey_t/2025-02-05 14:11:15.664596.png,398,174,69,93
res/generated/images/7_grey_t_hflip.jpg,res/base/grey_t/2025-02-05 14:11:15.664596.png,173,174,69,93
res/generated/images/7_grey_t_vflip.jpg,res/base/grey_t/2025-02-05 14:11:15.664596.png,398,213,69,93
res/generated/images/7_grey_t_bflip.jpg,res/base/grey_t/2025-02-05 14:11:15.664596.png,173,213,69,93
res/generated/images/8_grey_t.jpg,res/base/grey_t/2025-02-05 14:10:47.555708.png,296,170,93,65
res/generated/images/8_grey_t_hflip.jpg,res/base/grey_t/2025-02-05 14:10:47.555708.png,251,170,93,65
res/generated/images/8_grey_t_vflip.jpg,res/base/grey_t/2025-02-05 14:10:47.555708.png,296,245,93,65
res/generated/images/8_grey_t_bflip.jpg,res/base/grey_t/2025-02-05 14:10:47.555708.png,251,245,93,65
res/generated/images/9_grey_t.jpg,res/base/grey_t/2025-02-05 14:11:24.289161.png,402,259,92,84
res/generated/images/9_grey_t_hflip.jpg,res/base/grey_t/2025-02-05 14:11:24.289161.png,146,259,92,84
